"FIPS","MetricYear","Prsns_25plus","Prsns_less_HS","Prsns_HS_or_More","Prsns_4plus_Yrs_Clg","HH_INC_Under_10K","HH_INC__10K_to_14999","HH_INC__15K_to_24999","HH_INC__25K_to_49999","HH_INC__50K_to_99999","HH_INC__100000_Plus","Hhld_SSI","Tot_Civ_Lbr","Emplyd_Civ_Lbr","Unemplyd_Civ_Lbr","N_AgrFrstFishHuntMine_Wkrs","N_Construction_Wrkrs","N_EducHlthCreSocAsst_Wrkrs","N_Manufacturing_Wrkrs","N_Othr_Ind","P_AgrFrstFishHuntMine_Wkrs","P_Construction_Wrkrs","P_EducHlthCreSocAsst_Wrkrs","P_Manufacturing_Wrkrs","P_Othr_Ind","Num_Wrkrs_Priv","Num_Wrkrs_Govt","Num_Wrkrs_Fed","Num_Wrkrs_State","Num_Wrkrs_Local","Num_Wrkrs_Selfemplyd","Num_Wrks_16_Plus","Num_Unpaid_Fam_Wrkrs","Tot_Civ_Lbr (#1)","Emplyd_Civ_Lbr (#1)","Unemplyd_Civ_Lbr (#1)","FEM_Civ_Lbr","Emplyd_FEM_Civ_Lbr","Unemplyd_FEM_Civ_Lbr","P_Prsns_Below_Pov","N_Prsns_Below_Pov","Hhld_PUB_Asst","Prsns_25plus (#1)","Prns_INC_POV_Less_50P","Prns_INC_POV_50P_to_99P","Prns_INC_POV_100P_to_124P","Prns_INC_POV_125P_to_149P","Prns_INC_POV_150P_to_184P","Prns_INC_POV_185P_to_199P","Prns_INC_POV_200P_Plus"
21183,2017,16702,3086,13616,2033,804,495,1392,2373,3023,1210,945,10876,9742,1134,542,831,2002,1937,4312,5.5,8.600000000000001,21.8,19.700000000000003,44.49999999999999,7628,1238,292,638,308,876,9742,0,10876,9742,1134,4787,4340,447,20.6,4838,142,,1762,3076,1068,1591,1153,1271,13587
21183,2018,16810,2976,13834,2145,784,438.5,1391,2332.5,3151.5,1320.5,955,11132.5,9951,1181.5,510.5,888,2002,1875.5,4498,5,9.05,21.950000000000003,18.500000000000004,45.599999999999994,7760.5,1219,323,651.5,244.5,971.5,9951,0,11132.5,9951,1181.5,4875.5,4450,425.5,20.25,4745.5,118,,1636,3109.5,986.5,1680,940.5,1359.5,13758.5
21185,2010,40549,4039,36510,15345,744.5,421.5,1377.5,3005,6779,6240,623,28826.5,27201,1625.5,466,1809,6899,3820,14529.5,1.6,6.499999999999999,24.000000000000004,14,53.900000000000006,22670,3002,468,1258.5,1275.5,1448,27201,81,28826.5,27201,1625.5,13210.5,12369,841.5,6.6000000000000005,3639.5,526.5,,1188.5,2451,1274.5,1110.5,2543,543,46647.5
21185,2011,40995,3786,37209,15730,703,419,1315,3014,6626,6870,615,29426,27902,1524,438,1757,6899,3854,15212,1.5,6.199999999999999,23.700000000000003,13.8,54.800000000000004,23200,3161,470,1333,1358,1469,27902,72,29426,27902,1524,13488,12704,784,6.4,3594,475,,1260,2334,1211,1062,2350,650,47872
21185,2012,41441,3533,37908,16115,661.5,416.5,1252.5,3023,6473,7500,607,30025.5,28603,1422.5,410,1705,6899,3888,15894.5,1.4,5.8999999999999995,23.400000000000002,13.600000000000001,55.7,23730,3320,472,1407.5,1440.5,1490,28603,63,30025.5,28603,1422.5,13765.5,13039,726.5,6.2,3548.5,423.5,,1331.5,2217,1147.5,1013.5,2157,757,49096.5
21185,2013,41887,3280,38607,16500,620,414,1190,3032,6320,8130,599,30625,29304,1321,382,1653,6899,3922,16577,1.3,5.6,23.1,13.4,56.6,24260,3479,474,1482,1523,1511,29304,54,30625,29304,1321,14043,13374,669,6,3503,372,,1403,2100,1084,965,1964,864,50321
21185,2014,42333,3027,39306,16885,578.5,411.5,1127.5,3041,6167,8760,591,31224.5,30005,1219.5,354,1601,6899,3956,17259.5,1.2000000000000002,5.3,22.8,13.2,57.5,24790,3638,476,1556.5,1605.5,1532,30005,45,31224.5,30005,1219.5,14320.5,13709,611.5,5.8,3457.5,320.5,,1474.5,1983,1020.5,916.5,1771,971,51545.5
21185,2015,42779,2774,40005,17270,537,409,1065,3050,6014,9390,583,31824,30706,1118,326,1549,6899,3990,17942,1.1,5,22.5,13,58.4,25320,3797,478,1631,1688,1553,30706,36,31824,30706,1118,14598,14044,554,5.6,3412,269,,1546,1866,957,868,1578,1078,52770
21185,2016,43225,2521,40704,17655,495.5,406.5,1002.5,3059,5861,10020,575,32423.5,31407,1016.5,298,1497,6899,4024,18624.5,1,4.7,22.2,12.8,59.3,25850,3956,480,1705.5,1770.5,1574,31407,27,32423.5,31407,1016.5,14875.5,14379,496.5,5.3999999999999995,3366.5,217.5,,1617.5,1749,893.5,819.5,1385,1185,53994.5
21185,2017,43671,2268,41403,18040,454,404,940,3068,5708,10650,567,33023,32108,915,270,1445,6899,4058,19307,0.9000000000000001,4.4,21.9,12.6,60.199999999999996,26380,4115,482,1780,1853,1595,32108,18,33023,32108,915,15153,14714,439,5.199999999999999,3321,166,,1689,1632,830,771,1192,1292,55219
21185,2018,44117,2015,42102,18425,412.5,401.5,877.5,3077,5555,11280,559,33622.5,32809,813.5,242,1393,6899,4092,19989.5,0.8000000000000002,4.1000000000000005,21.599999999999998,12.399999999999999,61.099999999999994,26910,4274,484,1854.5,1935.5,1616,32809,9,33622.5,32809,813.5,15430.5,15049,381.5,4.999999999999999,3275.5,114.5,,1760.5,1515,766.5,722.5,999,1399,56443.5
21187,2010,7243.5,1037.5,6206,1166.5,486,213,652,1240.5,1463.5,336.5,321,5604,4915,689,138,328.5,965,618,2688,2.5,7.25,23.05,11.249999999999998,55.94999999999999,3069.5,1290.5,-40.5,844,487,534,4915,21,5604,4915,689,2604.5,2284.5,320,16.950000000000003,1819,55.5,,670,1149,149.5,870.5,636.5,391.5,6817.5
21187,2011,7275,1085,6190,1076,458,235,628,1211,1382,388,322,5323,4727,596,150,287,965,669,2514,3,6.4,23.3,13.399999999999999,53.89999999999999,3049,1180,-21,745,456,478,4727,20,5323,4727,596,2484,2213,271,16.900000000000002,1806,62,,685,1121,235,786,812,414,6600
21187,2012,7306.5,1132.5,6174,985.5,430,257,604,1181.5,1300.5,439.5,323,5042,4539,503,162,245.5,965,720,2340,3.5,5.550000000000001,23.55,15.549999999999999,51.849999999999994,3028.5,1069.5,-1.5,646,425,422,4539,19,5042,4539,503,2363.5,2141.5,222,16.85,1793,68.5,,700,1093,320.5,701.5,987.5,436.5,6382.5
21187,2013,7338,1180,6158,895,402,279,580,1152,1219,491,324,4761,4351,410,174,204,965,771,2166,4,4.7,23.8,17.7,49.8,3008,959,18,547,394,366,4351,18,4761,4351,410,2243,2070,173,16.8,1780,75,,715,1065,406,617,1163,459,6165
21187,2014,7369.5,1227.5,6142,804.5,374,301,556,1122.5,1137.5,542.5,325,4480,4163,317,186,162.5,965,822,1992,4.5,3.85,24.05,19.85,47.75,2987.5,848.5,37.5,448,363,310,4163,17,4480,4163,317,2122.5,1998.5,124,16.75,1767,81.5,,730,1037,491.5,532.5,1338.5,481.5,5947.5
21187,2015,7401,1275,6126,714,346,323,532,1093,1056,594,326,4199,3975,224,198,121,965,873,1818,5,3,24.3,22,45.7,2967,738,57,349,332,254,3975,16,4199,3975,224,2002,1927,75,16.7,1754,88,,745,1009,577,448,1514,504,5730
21187,2016,7432.5,1322.5,6110,623.5,318,345,508,1063.5,974.5,645.5,327,3918,3787,131,210,79.5,965,924,1644,5.5,2.15,24.55,24.15,43.650000000000006,2946.5,627.5,76.5,250,301,198,3787,15,3918,3787,131,1881.5,1855.5,26,16.65,1741,94.5,,760,981,662.5,363.5,1689.5,526.5,5512.5
21187,2017,7464,1370,6094,533,290,367,484,1034,893,697,328,3637,3599,38,222,38,965,975,1470,6,1.2999999999999998,24.8,26.3,41.60000000000001,2926,517,96,151,270,142,3599,14,3637,3599,38,1761,1784,-23,16.599999999999998,1728,101,,775,953,748,279,1865,549,5295
21187,2018,7495.5,1417.5,6078,442.5,262,389,460,1004.5,811.5,748.5,329,3356,3411,-55,234,-3.5,965,1026,1296,6.5,0.4500000000000002,25.05,28.450000000000003,39.55000000000001,2905.5,406.5,115.5,52,239,86,3411,13,3356,3411,-55,1640.5,1712.5,-72,16.549999999999997,1715,107.5,,790,925,833.5,194.5,2040.5,571.5,5077.5
21189,2010,3527.5,1231.5,2296,626,470.5,241,379.5,212.5,555.5,29.5,513,1190,1163,27,-39,51.5,399,40.5,848.5,-2.700000000000001,4.35,22.849999999999994,3.5500000000000003,71.94999999999999,464,514,90,79,345,185,1163,0,1190,1163,27,558,547,11,45.25,2098.5,83.5,,654.5,1444,-1.5,364,332.5,46.5,1835
21189,2011,3441,1170,2271,598,469,228,355,222,524,52,512,1236,1179,57,-8,49,399,43,806,-0.3000000000000007,4.1,24.699999999999996,3.7,67.8,524,486,79,78,329,169,1179,0,1236,1179,57,569,548,21,42.8,1969,91,,617,1352,57,331,360,51,1852
21189,2012,3354.5,1108.5,2246,570,467.5,215,330.5,231.5,492.5,74.5,511,1282,1195,87,23,46.5,399,45.5,763.5,2.0999999999999996,3.85,26.549999999999997,3.85,63.65,584,458,68,77,313,153,1195,0,1282,1195,87,580,549,31,40.349999999999994,1839.5,98.5,,579.5,1260,115.5,298,387.5,55.5,1869
21189,2013,3268,1047,2221,542,466,202,306,241,461,97,510,1328,1211,117,54,44,399,48,721,4.5,3.6,28.4,4,59.5,644,430,57,76,297,137,1211,0,1328,1211,117,591,550,41,37.9,1710,106,,542,1168,174,265,415,60,1886
21189,2014,3181.5,985.5,2196,514,464.5,189,281.5,250.5,429.5,119.5,509,1374,1227,147,85,41.5,399,50.5,678.5,6.9,3.35,30.25,4.15,55.35,704,402,46,75,281,121,1227,0,1374,1227,147,602,551,51,35.45,1580.5,113.5,,504.5,1076,232.5,232,442.5,64.5,1903
21189,2015,3095,924,2171,486,463,176,257,260,398,142,508,1420,1243,177,116,39,399,53,636,9.3,3.1,32.1,4.3,51.2,764,374,35,74,265,105,1243,0,1420,1243,177,613,552,61,33,1451,121,,467,984,291,199,470,69,1920
21189,2016,3008.5,862.5,2146,458,461.5,163,232.5,269.5,366.5,164.5,507,1466,1259,207,147,36.5,399,55.5,593.5,11.700000000000001,2.85,33.95,4.449999999999999,47.050000000000004,824,346,24,73,249,89,1259,0,1466,1259,207,624,553,71,30.55,1321.5,128.5,,429.5,892,349.5,166,497.5,73.5,1937
21189,2017,2922,801,2121,430,460,150,208,279,335,187,506,1512,1275,237,178,34,399,58,551,14.100000000000001,2.6,35.800000000000004,4.6,42.900000000000006,884,318,13,72,233,73,1275,0,1512,1275,237,635,554,81,28.1,1192,136,,392,800,408,133,525,78,1954
21189,2018,2835.5,739.5,2096,402,458.5,137,183.5,288.5,303.5,209.5,505,1558,1291,267,209,31.5,399,60.5,508.5,16.5,2.35,37.650000000000006,4.75,38.75000000000001,944,290,2,71,217,57,1291,0,1558,1291,267,646,555,91,25.650000000000002,1062.5,143.5,,354.5,708,466.5,100,552.5,82.5,1971
21191,2010,9597.5,1385.5,8212,792.5,385.5,453.5,662,1383,1854.5,797.5,246.5,7265.5,6645,620.5,135.5,986.5,1233,1249,3033.5,2.05,14.850000000000001,18.700000000000003,18.900000000000006,45.64999999999999,5163.5,753.5,112,422.5,219,700.5,6645,27.5,7265.5,6645,620.5,3364,3068.5,295.5,15.600000000000001,2225.5,107,,1227,998.5,606,722,518,404,9679.5
21191,2011,9689,1455,8234,883,374,415,655,1390,1829,813,251,7160,6599,561,132,919,1233,1229,3080,1.9999999999999998,13.9,18.8,18.700000000000003,46.699999999999996,5180,762,117,402,243,635,6599,22,7160,6599,561,3304,3042,262,15.500000000000002,2213,125,,1175,1038,579,692,619,375,9715
21191,2012,9780.5,1524.5,8256,973.5,362.5,376.5,648,1397,1803.5,828.5,255.5,7054.5,6553,501.5,128.5,851.5,1233,1209,3126.5,1.9499999999999997,12.95,18.9,18.5,47.75,5196.5,770.5,122,381.5,267,569.5,6553,16.5,7054.5,6553,501.5,3244,3015.5,228.5,15.400000000000002,2200.5,143,,1123,1077.5,552,662,720,346,9750.5
21191,2013,9872,1594,8278,1064,351,338,641,1404,1778,844,260,6949,6507,442,125,784,1233,1189,3173,1.9,12,19,18.3,48.8,5213,779,127,361,291,504,6507,11,6949,6507,442,3184,2989,195,15.3,2188,161,,1071,1117,525,632,821,317,9786
21191,2014,9963.5,1663.5,8300,1154.5,339.5,299.5,634,1411,1752.5,859.5,264.5,6843.5,6461,382.5,121.5,716.5,1233,1169,3219.5,1.85,11.05,19.1,18.1,49.849999999999994,5229.5,787.5,132,340.5,315,438.5,6461,5.5,6843.5,6461,382.5,3124,2962.5,161.5,15.2,2175.5,179,,1019,1156.5,498,602,922,288,9821.5
21191,2015,10055,1733,8322,1245,328,261,627,1418,1727,875,269,6738,6415,323,118,649,1233,1149,3266,1.8,10.1,19.2,17.9,50.9,5246,796,137,320,339,373,6415,0,6738,6415,323,3064,2936,128,15.1,2163,197,,967,1196,471,572,1023,259,9857
21191,2016,10146.5,1802.5,8344,1335.5,316.5,222.5,620,1425,1701.5,890.5,273.5,6632.5,6369,263.5,114.5,581.5,1233,1129,3312.5,1.75,9.149999999999999,19.299999999999997,17.699999999999996,51.95,5262.5,804.5,142,299.5,363,307.5,6369,0,6632.5,6369,263.5,3004,2909.5,94.5,15,2150.5,215,,915,1235.5,444,542,1124,230,9892.5
21191,2017,10238,1872,8366,1426,305,184,613,1432,1676,906,278,6527,6323,204,111,514,1233,1109,3359,1.7000000000000002,8.2,19.4,17.499999999999996,53,5279,813,147,279,387,242,6323,0,6527,6323,204,2944,2883,61,14.899999999999999,2138,233,,863,1275,417,512,1225,201,9928
21191,2018,10329.5,1941.5,8388,1516.5,293.5,145.5,606,1439,1650.5,921.5,282.5,6421.5,6277,144.5,107.5,446.5,1233,1089,3405.5,1.6500000000000004,7.249999999999999,19.5,17.299999999999997,54.05,5295.5,821.5,152,258.5,411,176.5,6277,0,6421.5,6277,144.5,2884,2856.5,27.5,14.799999999999997,2125.5,251,,811,1314.5,390,482,1326,172,9963.5
21193,2010,20128,6421.5,13706.5,3229,1321.5,995,1963,2532,3098,1235,1035.5,11965,10181.5,1783.5,1448.5,468,2977,99.5,5188.5,14.899999999999999,4.25,28.800000000000004,0.7499999999999998,51.300000000000004,7769,1862.5,130,1012.5,720,550,10181.5,0,11965,10181.5,1783.5,5385,4530.5,854.5,24.199999999999996,6858,448,,3141.5,3716.5,1676.5,2472,1328.5,1364,14456.5
21193,2011,19931,6034,13897,3065,1419,996,1910,2593,3018,1187,1157,11602,9909,1693,1281,507,2977,141,5003,13.299999999999999,4.9,29.800000000000004,1.2999999999999998,50.7,7541,1851,155,988,708,517,9909,0,11602,9909,1693,5334,4525,809,24.599999999999998,6870,443,,3030,3840,1854,2192,1570,1249,14077
21193,2012,19734,5646.5,14087.5,2901,1516.5,997,1857,2654,2938,1139,1278.5,11239,9636.5,1602.5,1113.5,546,2977,182.5,4817.5,11.7,5.550000000000001,30.800000000000004,1.8499999999999999,50.1,7313,1839.5,180,963.5,696,484,9636.5,0,11239,9636.5,1602.5,5283,4519.5,763.5,25,6882,438,,2918.5,3963.5,2031.5,1912,1811.5,1134,13697.5
21193,2013,19537,5259,14278,2737,1614,998,1804,2715,2858,1091,1400,10876,9364,1512,946,585,2977,224,4632,10.1,6.2,31.8,2.4,49.5,7085,1828,205,939,684,451,9364,0,10876,9364,1512,5232,4514,718,25.4,6894,433,,2807,4087,2209,1632,2053,1019,13318
21193,2014,19340,4871.5,14468.5,2573,1711.5,999,1751,2776,2778,1043,1521.5,10513,9091.5,1421.5,778.5,624,2977,265.5,4446.5,8.5,6.85,32.8,2.95,48.9,6857,1816.5,230,914.5,672,418,9091.5,0,10513,9091.5,1421.5,5181,4508.5,672.5,25.799999999999997,6906,428,,2695.5,4210.5,2386.5,1352,2294.5,904,12938.5
21193,2015,19143,4484,14659,2409,1809,1000,1698,2837,2698,995,1643,10150,8819,1331,611,663,2977,307,4261,6.9,7.5,33.8,3.5,48.3,6629,1805,255,890,660,385,8819,0,10150,8819,1331,5130,4503,627,26.2,6918,423,,2584,4334,2564,1072,2536,789,12559
21193,2016,18946,4096.5,14849.5,2245,1906.5,1001,1645,2898,2618,947,1764.5,9787,8546.5,1240.5,443.5,702,2977,348.5,4075.5,5.300000000000001,8.15,34.8,4.05,47.699999999999996,6401,1793.5,280,865.5,648,352,8546.5,0,9787,8546.5,1240.5,5079,4497.5,581.5,26.6,6930,418,,2472.5,4457.5,2741.5,792,2777.5,674,12179.5
21193,2017,18749,3709,15040,2081,2004,1002,1592,2959,2538,899,1886,9424,8274,1150,276,741,2977,390,3890,3.700000000000001,8.8,35.8,4.6,47.099999999999994,6173,1782,305,841,636,319,8274,0,9424,8274,1150,5028,4492,536,27,6942,413,,2361,4581,2919,512,3019,559,11800
21193,2018,18552,3321.5,15230.5,1917,2101.5,1003,1539,3020,2458,851,2007.5,9061,8001.5,1059.5,108.5,780,2977,431.5,3704.5,2.1000000000000014,9.45,36.79999999999999,5.15,46.49999999999999,5945,1770.5,330,816.5,624,286,8001.5,0,9061,8001.5,1059.5,4977,4486.5,490.5,27.4,6954,408,,2249.5,4704.5,3096.5,232,3260.5,444,11420.5
21195,2010,46034.5,13630,32404.5,6338,2752.5,2466.5,4970,7083.5,6886.5,2371.5,4244,24473.5,21915.5,2558,3442.5,1652.5,5806,797.5,9164.5,15.950000000000003,7.75,31.3,3.3000000000000007,41.30000000000001,16693.5,4399.5,159,1954.5,2286,799.5,21915.5,23,24473.5,21915.5,2558,11517.5,10300.5,1217,17.65,11704.5,1282.5,,1892,9812.5,4011,4323.5,6906.5,1912,36056.5
21195,2011,45484,13012,32472,6195,3066,2457,4703,7062,6640,2467,4104,24102,21564,2538,3124,1502,5806,931,9359,14.600000000000001,7.1,30.8,4.1000000000000005,43.10000000000001,16432,4272,217,1924,2131,836,21564,24,24102,21564,2538,11284,10148,1136,19.4,12555,1142,,2998,9557,4151,4201,6393,1801,34928
21195,2012,44933.5,12394,32539.5,6052,3379.5,2447.5,4436,7040.5,6393.5,2562.5,3964,23730.5,21212.5,2518,2805.5,1351.5,5806,1064.5,9553.5,13.25,6.449999999999999,30.3,4.9,44.900000000000006,16170.5,4144.5,275,1893.5,1976,872.5,21212.5,25,23730.5,21212.5,2518,11050.5,9995.5,1055,21.15,13405.5,1001.5,,4104,9301.5,4291,4078.5,5879.5,1690,33799.5
21195,2013,44383,11776,32607,5909,3693,2438,4169,7019,6147,2658,3824,23359,20861,2498,2487,1201,5806,1198,9748,11.9,5.8,29.8,5.7,46.7,15909,4017,333,1863,1821,909,20861,26,23359,20861,2498,10817,9843,974,22.9,14256,861,,5210,9046,4431,3956,5366,1579,32671
21195,2014,43832.5,11158,32674.5,5766,4006.5,2428.5,3902,6997.5,5900.5,2753.5,3684,22987.5,20509.5,2478,2168.5,1050.5,5806,1331.5,9942.5,10.55,5.15,29.3,6.5,48.5,15647.5,3889.5,391,1832.5,1666,945.5,20509.5,27,22987.5,20509.5,2478,10583.5,9690.5,893,24.65,15106.5,720.5,,6316,8790.5,4571,3833.5,4852.5,1468,31542.5
21195,2015,43282,10540,32742,5623,4320,2419,3635,6976,5654,2849,3544,22616,20158,2458,1850,900,5806,1465,10137,9.2,4.5,28.8,7.3,50.3,15386,3762,449,1802,1511,982,20158,28,22616,20158,2458,10350,9538,812,26.4,15957,580,,7422,8535,4711,3711,4339,1357,30414
21195,2016,42731.5,9922,32809.5,5480,4633.5,2409.5,3368,6954.5,5407.5,2944.5,3404,22244.5,19806.5,2438,1531.5,749.5,5806,1598.5,10331.5,7.849999999999999,3.85,28.3,8.1,52.099999999999994,15124.5,3634.5,507,1771.5,1356,1018.5,19806.5,29,22244.5,19806.5,2438,10116.5,9385.5,731,28.15,16807.5,439.5,,8528,8279.5,4851,3588.5,3825.5,1246,29285.5
21195,2017,42181,9304,32877,5337,4947,2400,3101,6933,5161,3040,3264,21873,19455,2418,1213,599,5806,1732,10526,6.499999999999998,3.2,27.8,8.899999999999999,53.89999999999999,14863,3507,565,1741,1201,1055,19455,30,21873,19455,2418,9883,9233,650,29.9,17658,299,,9634,8024,4991,3466,3312,1135,28157
21195,2018,41630.5,8686,32944.5,5194,5260.5,2390.5,2834,6911.5,4914.5,3135.5,3124,21501.5,19103.5,2398,894.5,448.5,5806,1865.5,10720.5,5.149999999999998,2.5500000000000003,27.3,9.7,55.69999999999999,14601.5,3379.5,623,1710.5,1046,1091.5,19103.5,31,21501.5,19103.5,2398,9649.5,9080.5,569,31.65,18508.5,158.5,,10740,7768.5,5131,3343.5,2798.5,1024,27028.5
21197,2010,8438,2781.5,5656.5,1046,1067,675.5,802,733,1084.5,238.5,1066,4567,3977.5,589.5,91.5,158.5,923,597,2157.5,2.1999999999999997,4.299999999999999,24.000000000000004,15.700000000000001,53.39999999999999,3310.5,651,11,397.5,242.5,127,3977.5,0,4567,3977.5,589.5,2108,1908.5,199.5,34.1,4167.5,170,,1302.5,2865,618.5,582.5,594.5,175,6136
21197,2011,8422,2578,5844,1061,994,616,794,811,1162,279,1012,4629,4105,524,98,208,923,696,2140,2.3,5.199999999999999,23.200000000000003,17.3,51.699999999999996,3328,672,40,389,243,179,4105,0,4629,4105,524,2125,1939,186,32.1,3909,174,,1249,2660,701,544,632,178,6239
21197,2012,8406,2374.5,6031.5,1076,921,556.5,786,889,1239.5,319.5,958,4691,4232.5,458.5,104.5,257.5,923,795,2122.5,2.4,6.1,22.400000000000002,18.9,50,3345.5,693,69,380.5,243.5,231,4232.5,0,4691,4232.5,458.5,2142,1969.5,172.5,30.1,3650.5,178,,1195.5,2455,783.5,505.5,669.5,181,6342
21197,2013,8390,2171,6219,1091,848,497,778,967,1317,360,904,4753,4360,393,111,307,923,894,2105,2.5,7,21.6,20.5,48.3,3363,714,98,372,244,283,4360,0,4753,4360,393,2159,2000,159,28.1,3392,182,,1142,2250,866,467,707,184,6445
21197,2014,8374,1967.5,6406.5,1106,775,437.5,770,1045,1394.5,400.5,850,4815,4487.5,327.5,117.5,356.5,923,993,2087.5,2.6,7.9,20.8,22.1,46.599999999999994,3380.5,735,127,363.5,244.5,335,4487.5,37,4815,4487.5,327.5,2176,2030.5,145.5,26.1,3133.5,186,,1088.5,2045,948.5,428.5,744.5,187,6548
21197,2015,8358,1764,6594,1121,702,378,762,1123,1472,441,796,4877,4615,262,124,406,923,1092,2070,2.7,8.8,20,23.7,44.9,3398,756,156,355,245,387,4615,74,4877,4615,262,2193,2061,132,24.1,2875,190,,1035,1840,1031,390,782,190,6651
21197,2016,8342,1560.5,6781.5,1136,629,318.5,754,1201,1549.5,481.5,742,4939,4742.5,196.5,130.5,455.5,923,1191,2052.5,2.8000000000000003,9.700000000000001,19.2,25.299999999999997,43.2,3415.5,777,185,346.5,245.5,439,4742.5,111,4939,4742.5,196.5,2210,2091.5,118.5,22.1,2616.5,194,,981.5,1635,1113.5,351.5,819.5,193,6754
21197,2017,8326,1357,6969,1151,556,259,746,1279,1627,522,688,5001,4870,131,137,505,923,1290,2035,2.9000000000000004,10.600000000000001,18.4,26.9,41.5,3433,798,214,338,246,491,4870,148,5001,4870,131,2227,2122,105,20.1,2358,198,,928,1430,1196,313,857,196,6857
21197,2018,8310,1153.5,7156.5,1166,483,199.5,738,1357,1704.5,562.5,634,5063,4997.5,65.5,143.5,554.5,923,1389,2017.5,3.0000000000000004,11.500000000000002,17.599999999999998,28.5,39.8,3450.5,819,243,329.5,246.5,543,4997.5,185,5063,4997.5,65.5,2244,2152.5,91.5,18.1,2099.5,202,,874.5,1225,1278.5,274.5,894.5,199,6960
21199,2010,43775.5,8626.5,35149,5777.5,4829.5,1656.5,3524.5,6789.5,6443,2024.5,2946.5,29699.5,26780.5,2919,883.5,1833.5,6159,2968,13554,3.5,6.799999999999999,28.200000000000003,11,50.50000000000001,21356,4256,258.5,2200,1797.5,1092.5,26780.5,76,29699.5,26780.5,2919,14650.5,13258,1392.5,27.950000000000003,17433,570,,8332.5,9100.5,2810,4303,4077.5,947,32653.5
21199,2011,43968,8566,35402,5984,4655,1752,3570,6799,6387,2213,2902,29212,26410,2802,809,1829,6159,3048,13459,3.2,6.8999999999999995,27.500000000000004,11.5,50.900000000000006,20978,4150,315,2096,1739,1209,26410,73,29212,26410,2802,14412,13102,1310,27.400000000000002,17121,549,,8255,8866,3036,4075,4009,1229,32882
21199,2012,44160.5,8505.5,35655,6190.5,4480.5,1847.5,3615.5,6808.5,6331,2401.5,2857.5,28724.5,26039.5,2685,734.5,1824.5,6159,3128,13364,2.9000000000000004,7,26.800000000000004,12,51.300000000000004,20600,4044,371.5,1992,1680.5,1325.5,26039.5,70,28724.5,26039.5,2685,14173.5,12946,1227.5,26.85,16809,528,,8177.5,8631.5,3262,3847,3940.5,1511,33110.5
21199,2013,44353,8445,35908,6397,4306,1943,3661,6818,6275,2590,2813,28237,25669,2568,660,1820,6159,3208,13269,2.6,7.1,26.1,12.5,51.7,20222,3938,428,1888,1622,1442,25669,67,28237,25669,2568,13935,12790,1145,26.3,16497,507,,8100,8397,3488,3619,3872,1793,33339
21199,2014,44545.5,8384.5,36161,6603.5,4131.5,2038.5,3706.5,6827.5,6219,2778.5,2768.5,27749.5,25298.5,2451,585.5,1815.5,6159,3288,13174,2.3,7.199999999999999,25.4,13,52.1,19844,3832,484.5,1784,1563.5,1558.5,25298.5,64,27749.5,25298.5,2451,13696.5,12634,1062.5,25.75,16185,486,,8022.5,8162.5,3714,3391,3803.5,2075,33567.5
21199,2015,44738,8324,36414,6810,3957,2134,3752,6837,6163,2967,2724,27262,24928,2334,511,1811,6159,3368,13079,2,7.3,24.7,13.5,52.5,19466,3726,541,1680,1505,1675,24928,61,27262,24928,2334,13458,12478,980,25.2,15873,465,,7945,7928,3940,3163,3735,2357,33796
21199,2016,44930.5,8263.5,36667,7016.5,3782.5,2229.5,3797.5,6846.5,6107,3155.5,2679.5,26774.5,24557.5,2217,436.5,1806.5,6159,3448,12984,1.7,7.4,24,14,52.9,19088,3620,597.5,1576,1446.5,1791.5,24557.5,58,26774.5,24557.5,2217,13219.5,12322,897.5,24.65,15561,444,,7867.5,7693.5,4166,2935,3666.5,2639,34024.5
21199,2017,45123,8203,36920,7223,3608,2325,3843,6856,6051,3344,2635,26287,24187,2100,362,1802,6159,3528,12889,1.4,7.5,23.299999999999997,14.5,53.3,18710,3514,654,1472,1388,1908,24187,55,26287,24187,2100,12981,12166,815,24.099999999999998,15249,423,,7790,7459,4392,2707,3598,2921,34253
21199,2018,45315.5,8142.5,37173,7429.5,3433.5,2420.5,3888.5,6865.5,5995,3532.5,2590.5,25799.5,23816.5,1983,287.5,1797.5,6159,3608,12794,1.0999999999999999,7.6,22.599999999999994,15,53.699999999999996,18332,3408,710.5,1368,1329.5,2024.5,23816.5,52,25799.5,23816.5,1983,12742.5,12010,732.5,23.549999999999997,14937,402,,7712.5,7224.5,4618,2479,3529.5,3203,34481.5
21201,2010,1615.5,412.5,1203,231,57,62,315.5,278,129.5,76,125,756,693.5,62.5,34.5,62.5,177,153,101.5,5.850000000000002,8.65,45.1,22.35,17.800000000000004,539,136,-9,83.5,61.5,18.5,693.5,0,756,693.5,62.5,304.5,273,31.5,9.400000000000002,225.5,6.5,,211,14.5,171.5,81,274,108.5,1358.5
21201,2011,1601,408,1193,238,77,64,279,264,155,83,111,792,731,61,48,63,177,164,147,7.000000000000002,8.4,40.1,22.6,21.700000000000003,570,140,-6,89,57,21,731,0,792,731,61,322,293,29,13.600000000000001,308,9,,227,81,172,74,244,104,1293
